ndci_mean_7d,ndci_slope_7d,sst_anomaly,wind_speed_3d,ndci_x_wind,is_bloom
0.5247240713084176,0.02888505004666269,-1.3126349273436677,10.567369633253133,5.544953216981524,0
0.8704285838459498,-0.04676721793550506,1.3337888547426104,20.965863944183734,18.249287262042706,0
0.7391963650868432,0.03900989255029816,-1.5094407480620045,11.525078360822935,8.519296031661346,0
0.659195090518222,0.05052928726419116,3.0201119273792054,10.987667474106965,7.243016455178065,0
0.39361118426546193,0.04798952239655199,1.6648795058690067,9.650119844156624,3.7983951001621237,0
0.3935967122017216,0.07403903627773109,-1.4151029989298611,7.593579564484707,2.988807950423362,0
0.33485016730091965,0.0616961077274452,0.8815818459002731,10.12926122033532,3.3917848142639992,0
0.8197056874649611,0.04295900396142184,-0.004312811181166332,12.106394969477755,9.923680811178109,0
0.6606690070459253,0.01649171442706765,2.138349020838361,18.47988416291461,12.209086720236515,0
0.7248435466776273,-0.06304804667579957,4.180900892046289,6.2512968443890315,4.531212176021605,0
0.31235069657748143,0.0414809109566293,-2.250344939291489,9.210138793306859,2.8767932676646817,0
0.8819459112971966,0.030384384358155558,1.7300521582948343,21.180472805833528,18.68003139044634,0
0.7994655844802532,0.033578941859768674,1.1797344088667192,7.938438471675415,6.346508352618513,0
0.4274034664069657,-0.04383742879101547,2.8426801529009316,11.85290293045043,5.0659717994597955,0
0.4090949803242604,-0.03405282702041312,1.9263932564753783,22.2931784371628,9.120027394116342,0
0.41004270591206027,0.07265764266664518,-0.00393866347763816,8.098506222868853,3.320733405470803,0
0.4825453457757226,0.018022242307167247,0.8618921286667637,6.654736712363798,3.2112122279139843,0
0.6148538589793427,0.05407503486863122,-0.09205171360697806,14.690759901600217,9.032670416837883,0
0.5591670111852695,0.02141591880652306,3.6520142771971966,11.048390225570728,6.177895340840929,0
0.47473748411882516,0.02148780697478726,1.5426232973438845,16.26816728967708,7.723108810325464,0
0.6671117368334277,0.06691419029879989,5.302381371506015,21.076097809669502,14.060112215479823,0
0.3836963163912251,-0.0058022364108686955,1.3786783723707585,7.742969763054863,2.970948976012788,0
0.47528678912113087,0.02480603884704917,0.08318646617907444,16.613981691085698,7.896406012473378,0
0.5198171059762151,-0.003113764435252124,-1.5274287852256543,15.110175207797278,7.854527547310735,0
0.5736419905302216,-0.0017248113716157795,-2.10627935251189,7.881575720263991,4.521202784686901,0
0.7711055768358082,0.0045413938265680305,-1.6682718860109795,17.47996971057965,13.478902126748975,0
0.41980426929501585,0.031106688581685644,2.0342533020229667,10.472808357215433,4.39652965986756,0
0.608540663048167,-0.003937431083173865,2.5174500464598677,14.75668637088025,8.980043708529315,0
0.6554487413172255,0.08278780627867605,-1.6623814040642668,6.645446485541237,4.355749534438984,0
0.3278702476319986,-0.024730365110975195,3.2900766281522307,14.191681144272462,4.653030011086978,0
0.664526911140863,0.010656417791932047,0.533877896633121,11.129269360856407,7.395698991624555,0
0.40231447421237493,-0.0019865529137087466,1.7935860239710988,21.447624223707088,8.628689662665312,0
0.3390309557911677,0.09234889421768665,4.724441256510849,6.139574539947366,2.081505824429474,0
0.8693313223520001,0.029827738825578733,3.293678631731064,13.3721454983666,11.62482492877838,1
0.8793792198447357,0.07159222697343175,0.9629387041883354,14.16862848262876,12.45959746132398,0
0.7850384088698767,-0.0542780186518486,-0.28238445083057484,19.500121525982372,15.308344375526435,0
0.4827682615040224,0.03335251329346294,-2.80363080265861,16.48575150180422,7.95879759211335,0
0.35860326840383033,0.06448153978117185,0.061693361515159806,18.344246743883623,6.578306838762989,0
0.7105398159072942,0.024114199463771212,1.0777395223446111,20.540985713035123,14.595188207094337,0
0.5640914962437609,0.07327401875326757,-0.4743590543023679,22.244059473163777,12.547684790752157,0
0.3732229409068673,-0.005864422505018608,1.2374860658153906,11.27750993444941,4.209025423841621,0
0.5971061460667622,0.090467372009279,1.6537037659175364,15.76045410727806,9.410664012258875,0
0.320633112669131,0.13494490618096253,1.050288036383843,21.802161568783998,6.9904949267145176,0
0.8455922412472694,0.0018580719780170452,0.19999483835308052,24.78902261930113,20.9614051949841,0
0.4552679889600102,-0.002275126070038592,1.8373093439334554,22.790386220875263,10.375733302399807,0
0.6975133706123893,0.09266922385588505,2.3838812991388183,12.429345252487536,8.66963450156768,0
0.4870266456536466,0.09897860728653562,-0.6807981548856921,8.903330344373009,4.336159112766313,0
0.6120408127066865,-0.006143001357663415,4.32186475949254,14.787850748131774,9.050768190071754,0
0.6280261676059677,-0.0010093408547928624,1.3028237354314764,19.832829036720845,12.45553561271615,0
